Generic node info per pod:
	Node:bramega380.internal.domain - Has no CPU requests for Pod:argo-events-controller-manager-7dd45798b7-smtqh | Container:controller-manager
		redis [redis:7.0.11-debian-11-r27] | CPU:100m/1 | MEM:128Mi/1Gi
		sentinel [redis-sentinel:7.0.11-debian-11-r27] | CPU:100m/1 | MEM:128Mi/512Mi
		metrics [redis-exporter:1.62.0-debian-12-r3] | CPU:None/None | MEM:None/None
	cert-facts-istio-brands-5784ddf788-4wtpz 
		get-facts [openssl] | CPU:None/None | MEM:None/None
		expose-json [busybox] | CPU:None/None | MEM:None/None
		x509-exporter [x509-certificate-exporter:3.17.0] | CPU:None/None | MEM:None/None
	istio-ingressgateway-private-mt5tg 
		istio-proxy [proxyv2:1.24.0-distroless] | CPU:1/2 | MEM:1Gi/1Gi
	istio-ingressgateway-privil-6pkb5 
		istio-proxy [proxyv2:1.24.0-distroless] | CPU:1/2 | MEM:1Gi/1Gi
	istio-ingressgateway-public-c9fmx 
		istio-proxy [proxyv2:1.24.0-distroless] | CPU:1/2 | MEM:1Gi/1Gi
	kube-proxy-bramega340.internal.domain 
		kube-proxy [hardened-kubernetes:v1.28.15-rke2r1-build20241023] | CPU:250m/None | MEM:128Mi/None
	kubernetes-dashboard-metrics-server-84ff44ffdb-h84nr 
		metrics-server [metrics-server:v0.6.2] | CPU:100m/1 | MEM:None/None
	rke2-coredns-rke2-coredns-76f6bd7996-hn95n 
		coredns [hardened-coredns:v1.11.3-build20241018] | CPU:100m/100m | MEM:128Mi/128Mi
	elasticsearch-master-20 
		elasticsearch [elasticsearch:7.17.16] | CPU:4/4 | MEM:16Gi/16Gi | JAVA_OPTS:-Xms8g -Xmx8g
	elasticsearch-master-28 
		elasticsearch [elasticsearch:7.17.16] | CPU:4/4 | MEM:16Gi/16Gi | JAVA_OPTS:-Xms8g -Xmx8g
	elasticsearch-master-29 
		elasticsearch [elasticsearch:7.17.16] | CPU:4/4 | MEM:16Gi/16Gi | JAVA_OPTS:-Xms8g -Xmx8g
	elasticsearch-master-3 
		elasticsearch [elasticsearch:7.17.16] | CPU:4/4 | MEM:16Gi/16Gi | JAVA_OPTS:-Xms8g -Xmx8g
	elasticsearch-master-32 
		elasticsearch [elasticsearch:7.17.16] | CPU:4/4 | MEM:16Gi/16Gi | JAVA_OPTS:-Xms8g -Xmx8g
	elasticsearch-master-9 
		elasticsearch [elasticsearch:7.17.16] | CPU:4/4 | MEM:16Gi/16Gi | JAVA_OPTS:-Xms8g -Xmx8g
	fluent-bit-wp2xx 
		fluent-bit [fluent-bit:3.0.4] | CPU:10m/2 | MEM:100Mi/8Gi
	logstash-aio-logstash-1 
		logstash [logstash:7.17.16] | CPU:4/4 | MEM:5Gi/8Gi | JAVA_OPTS:-Xms4096m -Xmx4096m
	logstash-aio-logstash-8 
		logstash [logstash:7.17.16] | CPU:4/4 | MEM:5Gi/8Gi | JAVA_OPTS:-Xms4096m -Xmx4096m
	monitoring-prometheus-node-exporter-7szb6 
		node-exporter [node-exporter:v1.0.1] | CPU:None/None | MEM:None/None
	prometheus-exporters-prometheus-consul-exporter-XXXXXXXXXXXXtnt 
		prometheus-consul-exporter [consul-exporter:v0.4.0] | CPU:100m/100m | MEM:128Mi/128Mi
	telegraf-cbd65b598-zxnc6 
		telegraf [telegraf:1.21-alpine] | CPU:2/2 | MEM:4Gi/4Gi
	pop-push-25-6-0-15-585fbcbf69-67jg9 
		pop-push [pop-mvc-push:10.X.X.X] | CPU:2/4 | MEM:3Gi/3Gi | JAVA_OPTS:-Xms2048m -Xmx2048m
		pop-gc-logs-collector [pg_tools:0.0.3] | CPU:20m/200m | MEM:128Mi/512Mi
	pop-router-8cc55d58d-5247w 
		pop-router [pop-mvc-router:10.X.X.X] | CPU:8/8 | MEM:11Gi/11Gi | JAVA_OPTS:-Xms8g -Xmx8g
		pop-gc-logs-collector [pg_tools:0.0.3] | CPU:20m/200m | MEM:128Mi/512Mi
	pop-wallet-25-6-0-16-7566b9db59-9bbvg 
		pop-wallet [pop-mvc-wallet:10.X.X.X] | CPU:2/4 | MEM:4Gi/4Gi | JAVA_OPTS:-Xms3072m -Xmx3072m
		pop-gc-logs-collector [pg_tools:0.0.3] | CPU:20m/200m | MEM:128Mi/512Mi
	fluentd-node-kmrxg 
		fluentd [fluentd:v3.21.0-1.0] | CPU:None/None | MEM:None/None
bramega350.internal.domain (rke2):
	*****PODS******
	argo-workflows-server-5748f45bc7-tl8jx 
		argo-server [argocli:v3.5.8] | CPU:None/None | MEM:None/None
	argocd-application-controller-0 
		application-controller [argocd-sops:v2.10.7] | CPU:100m/1 | MEM:1Gi/3Gi
	argocd-applicationset-controller-7f87d6c64f-f7qjl 
		applicationset-controller [argocd-sops:v2.10.7] | CPU:None/None | MEM:None/None
	argocd-notifications-controller-576cbbf696-8wq4t 
		notifications-controller [argocd-sops:v2.10.7] | CPU:None/None | MEM:None/None
	argocd-redis-6bdb46bd6-fjqvx 
		redis [redis:7.2.4-alpine] | CPU:None/None | MEM:None/None
	calico-node-547r2 
		calico-node [cnx-node:v3.21.0-1.0] | CPU:None/None | MEM:None/None
	csi-node-driver-lzksk 
		calico-csi [csi:v3.21.0-1.0] | CPU:None/None | MEM:None/None
		csi-node-driver-registrar [node-driver-registrar:v3.21.0-1.0] | CPU:None/None | MEM:None/None
	consul-consul-gtr2c 
		consul [consul:1.10.0] | CPU:100m/100m | MEM:100Mi/100Mi
	consul-consul-server-0 
		consul [consul:1.10.0] | CPU:100m/1 | MEM:128Mi/1Gi
	pod-demo 
		nginx [nginx] | CPU:None/None | MEM:None/None
	powerstore-node-25gln 
		driver [csi-powerstore:v2.14.0] | CPU:None/None | MEM:None/None
		registrar [csi-node-driver-registrar:v2.13.0] | CPU:None/None | MEM:None/None
	gpas-back-6684885596-vdtk7 
		core-logrotate [logrotate-tool:0.1] | CPU:None/None | MEM:None/None
		gpas-back [gpas-back:10.X.X.X] | CPU:2/2 | MEM:8Gi/8Gi | JAVA_OPTS:-Xms4G -Xmx4G
	gpas-core-blue-777884f8b4-s52qd 
		git-checkout [pg_tools:0.0.3] | CPU:None/None | MEM:None/None
		core-logrotate [logrotate-tool:0.1] | CPU:None/None | MEM:None/None
		gpas-core [gpas-core:10.X.X.X] | CPU:8/8 | MEM:24Gi/24Gi | JAVA_OPTS:-Xms12G -Xmx12G
	gpas-front-64dfb9689d-lxkgp 
		core-logrotate [logrotate-tool:0.1] | CPU:None/None | MEM:None/None
		gpas-front [gpas-front:10.X.X.X] | CPU:4/4 | MEM:16Gi/16Gi | JAVA_OPTS:-Xms8G -Xmx8G
	gpas-maintenance-856d5966cc-pnl4d 
		git-checkout [pg_tools:0.0.3] | CPU:None/None | MEM:None/None
		core-logrotate [logrotate-tool:0.1] | CPU:None/None | MEM:None/None
		gpas-maintenance [gpas-core:10.X.X.X] | CPU:8/8 | MEM:16Gi/16Gi | JAVA_OPTS:-Xms7G -Xmx7G
	istio-ingressgateway-private-78bcr 
		istio-proxy [proxyv2:1.24.0-distroless] | CPU:1/2 | MEM:1Gi/1Gi
	istio-ingressgateway-privil-42cg2 
		istio-proxy [proxyv2:1.24.0-distroless] | CPU:1/2 | MEM:1Gi/1Gi
	istio-ingressgateway-public-tddd9 
		istio-proxy [proxyv2:1.24.0-distroless] | CPU:1/2 | MEM:1Gi/1Gi
	ldap-auth-proxy-bb899cb7d-rqbjs 
		ldap-auth-proxy [nginx-ldap-auth:0.0.7] | CPU:10m/50m | MEM:64Mi/120Mi
	kube-proxy-bramega350.internal.domain 
		kube-proxy [hardened-kubernetes:v1.28.15-rke2r1-build20241023] | CPU:250m/None | MEM:128Mi/None
	rke2-coredns-rke2-coredns-76f6bd7996-hgdc7 
		coredns [hardened-coredns:v1.11.3-build20241018] | CPU:100m/100m | MEM:128Mi/128Mi
	elasticsearch-master-12 
		elasticsearch [elasticsearch:7.17.16] | CPU:4/4 | MEM:16Gi/16Gi | JAVA_OPTS:-Xms8g -Xmx8g
	elasticsearch-master-16 
		elasticsearch [elasticsearch:7.17.16] | CPU:4/4 | MEM:16Gi/16Gi | JAVA_OPTS:-Xms8g -Xmx8g
	elasticsearch-master-21 
		elasticsearch [elasticsearch:7.17.16] | CPU:4/4 | MEM:16Gi/16Gi | JAVA_OPTS:-Xms8g -Xmx8g
	elasticsearch-master-34 
		elasticsearch [elasticsearch:7.17.16] | CPU:4/4 | MEM:16Gi/16Gi | JAVA_OPTS:-Xms8g -Xmx8g
	elasticsearch-master-5 
		elasticsearch [elasticsearch:7.17.16] | CPU:4/4 | MEM:16Gi/16Gi | JAVA_OPTS:-Xms8g -Xmx8g
	fluent-bit-pkvx5 
		fluent-bit [fluent-bit:3.0.4] | CPU:10m/2 | MEM:100Mi/8Gi
	mongodb-0 
		mongodb [mongodb:8.0.10-debian-12-r0] | CPU:4/4 | MEM:8Gi/8Gi
		metrics [mongodb-exporter:0.45.0-debian-12-r1] | CPU:100m/150m | MEM:128Mi/192Mi
	alertmanager-monitoring-kube-prometheus-alertmanager-0 
		alertmanager [alertmanager:v0.24.0] | CPU:None/None | MEM:200Mi/None
		config-reloader [prometheus-config-reloader:v0.53.0] | CPU:100m/100m | MEM:50Mi/50Mi
	monitoring-prometheus-node-exporter-xgj7p 
		node-exporter [node-exporter:v1.0.1] | CPU:None/None | MEM:None/None
	prometheus-exporters-prometheus-es-exporter-78dd6c4579-57g2f 
		prometheus-es-exporter [prometheus-es-exporter:0.14.0] | CPU:100m/1 | MEM:128Mi/128Mi
	prometheus-monitoring-kube-prometheus-prometheus-0 
		prometheus [prometheus:v2.54.1] | CPU:4/4 | MEM:30Gi/30Gi
		config-reloader [prometheus-config-reloader:v0.53.0] | CPU:100m/100m | MEM:50Mi/50Mi
	vm-single-victoria-metrics-single-server-0 
		victoria-metrics-single-server [victoria-metrics:v1.96.0] | CPU:1/2 | MEM:4Gi/8Gi
	vmcluster-victoria-metrics-cluster-vminsert-6664c8f7fd-pbrwd 
		victoria-metrics-cluster-vminsert [vminsert:v1.96.0-cluster] | CPU:500m/2 | MEM:256Mi/2Gi
	vmcluster-victoria-metrics-cluster-vmselect-7569b99b94-ssnjb 
		victoria-metrics-cluster-vmselect [vmselect:v1.96.0-cluster] | CPU:500m/2 | MEM:256Mi/256Mi
	pop-admin-6bd95b49fb-b9zwf 
		pop-admin [pop-mvc-admin:10.X.X.X] | CPU:2/2 | MEM:5Gi/5Gi | JAVA_OPTS:-Xms4096m -Xmx4096m
		pop-gc-logs-collector [pg_tools:0.0.3] | CPU:20m/200m | MEM:128Mi/512Mi
	pop-cms-5c9c4cf74d-vwvqs 
		pop-cms [ms-cms:10.X.X.X] | CPU:1/1 | MEM:2Gi/2Gi | JAVA_OPTS:-Xms1536m -Xmx1536m
	pop-config-server-5c66f5b857-pwcnl 
		pop-config-server [pop-config-server:10.X.X.X] | CPU:500m/500m | MEM:1Gi/1Gi | JAVA_OPTS:-Xms750m -Xmx750m
	pop-dgh-adapter-bb7875fb5-dq5xc 
		pop-dgh-adapter [pop-dgh-adapter:2.1.8] | CPU:500m/1 | MEM:2Gi/2Gi | JAVA_OPTS:-Xms1536m -Xmx1536m
	pop-gcs-7774f47985-htwf5 
		pop-gcs [ms-gcs:10.X.X.X] | CPU:500m/500m | MEM:1536Mi/1536Mi | JAVA_OPTS:-Xms3072Mi -Xmx3072Mi
	pop-greentube-25-6-0-7-dbb9765dc-5r928 
		pop-greentube [pop-mvc-greentube:10.X.X.X] | CPU:1/2 | MEM:3Gi/3Gi | JAVA_OPTS:-Xms2048m -Xmx2048m
		pop-gc-logs-collector [pg_tools:0.0.3] | CPU:20m/200m | MEM:128Mi/512Mi
	pop-mp-67684b6688-m5qvf 
		pop-mp [pop-mp:23.9.6] | CPU:2/2 | MEM:4Gi/4Gi | JAVA_OPTS:-Xms3512m -Xmx3512m
	pop-png-25-6-0-7-7fd7d66699-t56d6 
		pop-png [pop-mvc-png:10.X.X.X] | CPU:1/2 | MEM:3Gi/3Gi | JAVA_OPTS:-Xms2048m -Xmx2048m
		pop-gc-logs-collector [pg_tools:0.0.3] | CPU:20m/200m | MEM:128Mi/512Mi
	pop-push-25-6-0-15-585fbcbf69-ds7nm 
		pop-push [pop-mvc-push:10.X.X.X] | CPU:2/4 | MEM:3Gi/3Gi | JAVA_OPTS:-Xms2048m -Xmx2048m
		pop-gc-logs-collector [pg_tools:0.0.3] | CPU:20m/200m | MEM:128Mi/512Mi
	pop-router-8cc55d58d-g45z4 
		pop-router [pop-mvc-router:10.X.X.X] | CPU:8/8 | MEM:11Gi/11Gi | JAVA_OPTS:-Xms8g -Xmx8g
		pop-gc-logs-collector [pg_tools:0.0.3] | CPU:20m/200m | MEM:128Mi/512Mi
	pop-sg-25-6-0-7-76df546486-cmd8f 
		pop-sg [pop-mvc-sg:10.X.X.X] | CPU:500m/1 | MEM:1Gi/1Gi | JAVA_OPTS:-Xms512m -Xmx512m
		pop-gc-logs-collector [pg_tools:0.0.3] | CPU:20m/200m | MEM:128Mi/512Mi
	pop-wallet-25-6-0-16-7566b9db59-7f62x 
		pop-wallet [pop-mvc-wallet:10.X.X.X] | CPU:2/4 | MEM:4Gi/4Gi | JAVA_OPTS:-Xms3072m -Xmx3072m
		pop-gc-logs-collector [pg_tools:0.0.3] | CPU:20m/200m | MEM:128Mi/512Mi
	pop-wallet-25-6-0-16-7566b9db59-ctbxw 
		pop-wallet [pop-mvc-wallet:10.X.X.X] | CPU:2/4 | MEM:4Gi/4Gi | JAVA_OPTS:-Xms3072m -Xmx3072m
		pop-gc-logs-collector [pg_tools:0.0.3] | CPU:20m/200m | MEM:128Mi/512Mi
	fluentd-node-hpwjs 
		fluentd [fluentd:v3.21.0-1.0] | CPU:None/None | MEM:None/None
bramega360.internal.domain (rke2):
	*****PODS******
	calico-node-559vw 
		calico-node [cnx-node:v3.21.0-1.0] | CPU:None/None | MEM:None/None
	csi-node-driver-hnltx 
		calico-csi [csi:v3.21.0-1.0] | CPU:None/None | MEM:None/None
		csi-node-driver-registrar [node-driver-registrar:v3.21.0-1.0] | CPU:None/None | MEM:None/None
	cert-manager-5b97689c67-5pt9q 
		cert-manager [cert-manager-controller:v1.8.2] | CPU:None/None | MEM:None/None
	consul-consul-n96xl 
		consul [consul:1.10.0] | CPU:100m/100m | MEM:100Mi/100Mi
	nginx-upstream-resolver-7c459cd797-tmlkx 
		nginx-upstream-resolver [pg_tools:0.0.3] | CPU:100m/200m | MEM:128Mi/128Mi
	powerstore-node-sk5nb 
		driver [csi-powerstore:v2.14.0] | CPU:None/None | MEM:None/None
		registrar [csi-node-driver-registrar:v2.13.0] | CPU:None/None | MEM:None/None
	gpas-admin-5cc8765c97-ztwr5 
		core-logrotate [logrotate-tool:0.1] | CPU:None/None | MEM:None/None
		gpas-admin [gpas-admin:25.2.0] | CPU:500m/500m | MEM:1Gi/1Gi
	gpas-container-blue-zone-a-1 
		sync-sidecar [gpas-engines-downloader:0.3.16] | CPU:None/None | MEM:None/None
		core-logrotate [logrotate-tool:0.1] | CPU:None/None | MEM:None/None
		gpas-container [gpas-container:10.X.X.X] | CPU:8/8 | MEM:28Gi/28Gi | JAVA_OPTS:-Xms6G -Xmx6G
	gpas-core-blue-777884f8b4-ddk8w 
		git-checkout [pg_tools:0.0.3] | CPU:None/None | MEM:None/None
		core-logrotate [logrotate-tool:0.1] | CPU:None/None | MEM:None/None
		gpas-core [gpas-core:10.X.X.X] | CPU:8/8 | MEM:24Gi/24Gi | JAVA_OPTS:-Xms12G -Xmx12G
	gpas-couchbase-0008 
		couchbase-server [server:enterprise-7.2.5] | CPU:16/16 | MEM:64Gi/64Gi
		metrics [exporter:1.0.5] | CPU:None/None | MEM:None/None
	popgpas-redis-cluster-node-2 
		redis [redis:7.0.11-debian-11-r27] | CPU:100m/1 | MEM:128Mi/1Gi
		sentinel [redis-sentinel:7.0.11-debian-11-r27] | CPU:100m/1 | MEM:128Mi/512Mi
		metrics [redis-exporter:1.62.0-debian-12-r3] | CPU:None/None | MEM:None/None
	istio-ingressgateway-private-vf75g 
		istio-proxy [proxyv2:1.24.0-distroless] | CPU:1/2 | MEM:1Gi/1Gi
	istio-ingressgateway-privil-4l6rw 
		istio-proxy [proxyv2:1.24.0-distroless] | CPU:1/2 | MEM:1Gi/1Gi
	istio-ingressgateway-public-28bgf 
		istio-proxy [proxyv2:1.24.0-distroless] | CPU:1/2 | MEM:1Gi/1Gi
	kube-proxy-bramega360.internal.domain 
		kube-proxy [hardened-kubernetes:v1.28.15-rke2r1-build20241023] | CPU:250m/None | MEM:128Mi/None
	elasticsearch-master-2 
		elasticsearch [elasticsearch:7.17.16] | CPU:4/4 | MEM:16Gi/16Gi | JAVA_OPTS:-Xms8g -Xmx8g
	elasticsearch-master-24 
		elasticsearch [elasticsearch:7.17.16] | CPU:4/4 | MEM:16Gi/16Gi | JAVA_OPTS:-Xms8g -Xmx8g
	elasticsearch-master-30 
		elasticsearch [elasticsearch:7.17.16] | CPU:4/4 | MEM:16Gi/16Gi | JAVA_OPTS:-Xms8g -Xmx8g
	elasticsearch-master-31 
		elasticsearch [elasticsearch:7.17.16] | CPU:4/4 | MEM:16Gi/16Gi | JAVA_OPTS:-Xms8g -Xmx8g
	elasticsearch-master-35 
		elasticsearch [elasticsearch:7.17.16] | CPU:4/4 | MEM:16Gi/16Gi | JAVA_OPTS:-Xms8g -Xmx8g
	elasticsearch-master-8 
		elasticsearch [elasticsearch:7.17.16] | CPU:4/4 | MEM:16Gi/16Gi | JAVA_OPTS:-Xms8g -Xmx8g
	fluent-bit-vq454 
		fluent-bit [fluent-bit:3.0.4] | CPU:10m/2 | MEM:100Mi/8Gi
	logstash-aio-logstash-5 
		logstash [logstash:7.17.16] | CPU:4/4 | MEM:5Gi/8Gi | JAVA_OPTS:-Xms4096m -Xmx4096m
	mongodb-2 
		mongodb [mongodb:8.0.10-debian-12-r0] | CPU:4/4 | MEM:8Gi/8Gi
		metrics [mongodb-exporter:0.45.0-debian-12-r1] | CPU:100m/150m | MEM:128Mi/192Mi
	monitoring-kube-prometheus-operator-677757d4c6-ncctb 
		kube-prometheus-stack [prometheus-operator:v0.53.0] | CPU:100m/1 | MEM:256Mi/256Mi
	monitoring-kube-state-metrics-7d4ddc7dcc-txtt9 
		kube-state-metrics [kube-state-metrics:v2.13.0] | CPU:100m/1 | MEM:None/None
	monitoring-prometheus-node-exporter-qd72h 
		node-exporter [node-exporter:v1.0.1] | CPU:None/None | MEM:None/None
	nginx-be-579d85775c-297mm 
		nginx [nginx:1.21.6-debian-10-r69] | CPU:500m/2 | MEM:500Mi/1Gi
		metrics [nginx-exporter:0.10.0-debian-10-r8] | CPU:500m/2 | MEM:500Mi/1Gi
		consul-template [consul-template:0.27.2] | CPU:100m/200m | MEM:128Mi/128Mi
	pop-config-server-5c66f5b857-mg6dm 
		pop-config-server [pop-config-server:10.X.X.X] | CPU:500m/500m | MEM:1Gi/1Gi | JAVA_OPTS:-Xms750m -Xmx750m
	pop-dgh-adapter-bb7875fb5-xb4vl 
		pop-dgh-adapter [pop-dgh-adapter:2.1.8] | CPU:500m/1 | MEM:2Gi/2Gi | JAVA_OPTS:-Xms1536m -Xmx1536m
	pop-gcs-7774f47985-t9cdt 
		pop-gcs [ms-gcs:10.X.X.X] | CPU:500m/500m | MEM:1536Mi/1536Mi | JAVA_OPTS:-Xms3072Mi -Xmx3072Mi
	pop-launcher-25-6-0-20-57d9f48549-nbvjd 
		pop-launcher [pop-mvc-launcher:10.X.X.X] | CPU:1/2 | MEM:4Gi/4Gi | JAVA_OPTS:-Xms1536m -Xmx1536m
		pop-gc-logs-collector [pg_tools:0.0.3] | CPU:20m/200m | MEM:128Mi/512Mi
	pop-png-25-6-0-7-7fd7d66699-l7mln 
		pop-png [pop-mvc-png:10.X.X.X] | CPU:1/2 | MEM:3Gi/3Gi | JAVA_OPTS:-Xms2048m -Xmx2048m
		pop-gc-logs-collector [pg_tools:0.0.3] | CPU:20m/200m | MEM:128Mi/512Mi
	pop-push-25-6-0-15-585fbcbf69-f29nv 
		pop-push [pop-mvc-push:10.X.X.X] | CPU:2/4 | MEM:3Gi/3Gi | JAVA_OPTS:-Xms2048m -Xmx2048m
		pop-gc-logs-collector [pg_tools:0.0.3] | CPU:20m/200m | MEM:128Mi/512Mi
	pop-wallet-25-6-0-16-7566b9db59-gnxwn 
		pop-wallet [pop-mvc-wallet:10.X.X.X] | CPU:2/4 | MEM:4Gi/4Gi | JAVA_OPTS:-Xms3072m -Xmx3072m
		pop-gc-logs-collector [pg_tools:0.0.3] | CPU:20m/200m | MEM:128Mi/512Mi
	pop-wallet-25-6-0-16-7566b9db59-vhkqh 
		pop-wallet [pop-mvc-wallet:10.X.X.X] | CPU:2/4 | MEM:4Gi/4Gi | JAVA_OPTS:-Xms3072m -Xmx3072m
		pop-gc-logs-collector [pg_tools:0.0.3] | CPU:20m/200m | MEM:128Mi/512Mi
	fluentd-node-lvjsh 
		fluentd [fluentd:v3.21.0-1.0] | CPU:None/None | MEM:None/None
bramega370.internal.domain (rke2):
	*****PODS******
	argocd-repo-server-644dbbf754-lgtpn 
		repo-server [argocd-sops:v2.10.7] | CPU:100m/None | MEM:1Gi/1Gi
	calico-node-vwff6 
		calico-node [cnx-node:v3.21.0-1.0] | CPU:None/None | MEM:None/None
	csi-node-driver-hbbtk 
		calico-csi [csi:v3.21.0-1.0] | CPU:None/None | MEM:None/None
		csi-node-driver-registrar [node-driver-registrar:v3.21.0-1.0] | CPU:None/None | MEM:None/None
	cert-manager-webhook-5f46799497-qnvxw 
		cert-manager [cert-manager-webhook:v1.8.2] | CPU:None/None | MEM:None/None
	consul-consul-xd2fw 
		consul [consul:1.10.0] | CPU:100m/100m | MEM:100Mi/100Mi
	powerstore-node-nbgpb 
		driver [csi-powerstore:v2.14.0] | CPU:None/None | MEM:None/None
		registrar [csi-node-driver-registrar:v2.13.0] | CPU:None/None | MEM:None/None
	falcon-image-analyzer-5564bf9768-8n5r2 
		falcon-image-analyzer [falcon-imageanalyzer:1.0.15] | CPU:None/None | MEM:None/None
	falcon-kac-7fb56dd795-z85f5 
		falcon-client [falcon-kac:7.20.0-1807.container.x86_64.Release.EU-1] | CPU:500m/750m | MEM:384Mi/384Mi
		falcon-watcher [falcon-kac:7.20.0-1807.container.x86_64.Release.EU-1] | CPU:500m/750m | MEM:384Mi/384Mi
		falcon-ac [falcon-kac:7.20.0-1807.container.x86_64.Release.EU-1] | CPU:300m/300m | MEM:256Mi/256Mi
	gpas-back-6684885596-8fj5x 
		core-logrotate [logrotate-tool:0.1] | CPU:None/None | MEM:None/None
		gpas-back [gpas-back:10.X.X.X] | CPU:2/2 | MEM:8Gi/8Gi | JAVA_OPTS:-Xms4G -Xmx4G
	gpas-container-blue-zone-a-2 
		sync-sidecar [gpas-engines-downloader:0.3.16] | CPU:None/None | MEM:None/None
		core-logrotate [logrotate-tool:0.1] | CPU:None/None | MEM:None/None
		gpas-container [gpas-container:10.X.X.X] | CPU:8/8 | MEM:28Gi/28Gi | JAVA_OPTS:-Xms6G -Xmx6G
	gpas-core-blue-777884f8b4-5hxr7 
		git-checkout [pg_tools:0.0.3] | CPU:None/None | MEM:None/None
		core-logrotate [logrotate-tool:0.1] | CPU:None/None | MEM:None/None
		gpas-core [gpas-core:10.X.X.X] | CPU:8/8 | MEM:24Gi/24Gi | JAVA_OPTS:-Xms12G -Xmx12G
	gpas-couchbase-0001 
		couchbase-server [server:enterprise-7.2.5] | CPU:16/16 | MEM:64Gi/64Gi
		metrics [exporter:1.0.5] | CPU:None/None | MEM:None/None
	gpas-couchbase-0010 
		couchbase-server [server:enterprise-7.2.5] | CPU:16/16 | MEM:64Gi/64Gi
		metrics [exporter:1.0.5] | CPU:None/None | MEM:None/None
	popgpas-redis-cluster-node-1 
		redis [redis:7.0.11-debian-11-r27] | CPU:100m/1 | MEM:128Mi/1Gi
		sentinel [redis-sentinel:7.0.11-debian-11-r27] | CPU:100m/1 | MEM:128Mi/512Mi
		metrics [redis-exporter:1.62.0-debian-12-r3] | CPU:None/None | MEM:None/None
	istio-ingressgateway-private-k9lzp 
		istio-proxy [proxyv2:1.24.0-distroless] | CPU:1/2 | MEM:1Gi/1Gi
	istio-ingressgateway-privil-mhb92 
		istio-proxy [proxyv2:1.24.0-distroless] | CPU:1/2 | MEM:1Gi/1Gi
	istio-ingressgateway-public-5fxwf 
		istio-proxy [proxyv2:1.24.0-distroless] | CPU:1/2 | MEM:1Gi/1Gi
	kube-proxy-bramega370.internal.domain 
		kube-proxy [hardened-kubernetes:v1.28.15-rke2r1-build20241023] | CPU:250m/None | MEM:128Mi/None
	elasticsearch-master-11 
		elasticsearch [elasticsearch:7.17.16] | CPU:4/4 | MEM:16Gi/16Gi | JAVA_OPTS:-Xms8g -Xmx8g
	elasticsearch-master-17 
		elasticsearch [elasticsearch:7.17.16] | CPU:4/4 | MEM:16Gi/16Gi | JAVA_OPTS:-Xms8g -Xmx8g
	elasticsearch-master-27 
		elasticsearch [elasticsearch:7.17.16] | CPU:4/4 | MEM:16Gi/16Gi | JAVA_OPTS:-Xms8g -Xmx8g
	elasticsearch-master-39 
		elasticsearch [elasticsearch:7.17.16] | CPU:4/4 | MEM:16Gi/16Gi | JAVA_OPTS:-Xms8g -Xmx8g
	elasticsearch-master-40 
		elasticsearch [elasticsearch:7.17.16] | CPU:4/4 | MEM:16Gi/16Gi | JAVA_OPTS:-Xms8g -Xmx8g
	elasticsearch-master-6 
		elasticsearch [elasticsearch:7.17.16] | CPU:4/4 | MEM:16Gi/16Gi | JAVA_OPTS:-Xms8g -Xmx8g
	fluent-bit-zsknp 
		fluent-bit [fluent-bit:3.0.4] | CPU:10m/2 | MEM:100Mi/8Gi
	logstash-aio-logstash-3 
		logstash [logstash:7.17.16] | CPU:4/4 | MEM:5Gi/8Gi | JAVA_OPTS:-Xms4096m -Xmx4096m
	logstash-aio-logstash-6 
		logstash [logstash:7.17.16] | CPU:4/4 | MEM:5Gi/8Gi | JAVA_OPTS:-Xms4096m -Xmx4096m
	monitoring-prometheus-node-exporter-shqb9 
		node-exporter [node-exporter:v1.0.1] | CPU:None/None | MEM:None/None
	prometheus-exporters-prometheus-blackbox-exporter-6c86c589m98m6 
		blackbox-exporter [blackbox-exporter:v0.19.0] | CPU:300m/1 | MEM:128Mi/128Mi
	vmcluster-victoria-metrics-cluster-vmselect-7569b99b94-nbv6s 
		victoria-metrics-cluster-vmselect [vmselect:v1.96.0-cluster] | CPU:500m/2 | MEM:256Mi/256Mi
	vmcluster-victoria-metrics-cluster-vmstorage-1 
		victoria-metrics-cluster-vmstorage [vmstorage:v1.96.0-cluster] | CPU:100m/1 | MEM:8Gi/12Gi
	pop-router-8cc55d58d-n6vfg 
		pop-router [pop-mvc-router:10.X.X.X] | CPU:8/8 | MEM:11Gi/11Gi | JAVA_OPTS:-Xms8g -Xmx8g
		pop-gc-logs-collector [pg_tools:0.0.3] | CPU:20m/200m | MEM:128Mi/512Mi
	pop-wallet-25-6-0-16-7566b9db59-mkjst 
		pop-wallet [pop-mvc-wallet:10.X.X.X] | CPU:2/4 | MEM:4Gi/4Gi | JAVA_OPTS:-Xms3072m -Xmx3072m
		pop-gc-logs-collector [pg_tools:0.0.3] | CPU:20m/200m | MEM:128Mi/512Mi
	rapid7-monitor-5884b4585c-p762b 
		kubernetes-agent [kubernetes-monitor:2.0.1] | CPU:None/None | MEM:1Gi/2Gi
	fluentd-node-hrn8g 
		fluentd [fluentd:v3.21.0-1.0] | CPU:None/None | MEM:None/None
bramega380.internal.domain (rke2):
	*****PODS******
	argo-events-controller-manager-7dd45798b7-smtqh 
		controller-manager [argo-events:v1.9.1] | CPU:None/None | MEM:None/None
